entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-02514,0.0789,"['approval_rate', 'Unemployment rate', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and economic GDP conditions. No immediate action required.",Low,True
STU-02515,0.0694,"[""Mother's occupation"", 'approval_rate', 'Nacionality']","Low risk. Key factors: (mitigating) mother's occupation, low course approval rate, and nationality. No immediate action required.",Low,True
STU-02516,0.0715,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-02517,0.0652,"['approval_rate', 'Unemployment rate', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, unemployment rate environment, and admission grade level. No immediate action required.",Low,True
STU-02518,0.0682,"['approval_rate', 'Displaced', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and admission grade level. No immediate action required.",Low,True
STU-02519,0.0691,"['approval_rate', 'Course', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-02520,0.0768,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02521,0.0648,"['approval_rate', 'Unemployment rate', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02522,0.0853,"['approval_rate', 'Scholarship holder', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and economic GDP conditions. No immediate action required.",Low,True
STU-02523,0.8987,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to low course approval rate, 2nd semester evaluation attempts, and chosen course of study. Immediate intervention recommended.",High,True
STU-02524,0.8866,"['approval_rate', 'Admission grade', 'grade_delta']","High risk due to low course approval rate, admission grade level, and dropping grades between semesters. Immediate intervention recommended.",High,True
STU-02525,0.0938,"['Course', 'Unemployment rate', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) chosen course of study, unemployment rate environment, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-02526,0.5839,"['approval_rate', 'Admission grade', 'grade_delta']","Moderate risk influenced by (mitigating) low course approval rate, admission grade level, and dropping grades between semesters. Review within 30 days advised.",Medium,True
STU-02527,0.0665,"['approval_rate', 'Admission grade', 'Application order']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and application preference order. No immediate action required.",Low,True
STU-02528,0.0646,"['approval_rate', 'Curricular units 2nd sem (grade)', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-02529,0.0679,"['approval_rate', 'perf_delta', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, declining academic performance, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-02530,0.1224,"['approval_rate', 'Debtor', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, outstanding debt, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-02531,0.0609,"['approval_rate', 'Course', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-02532,0.0648,"['perf_delta', 'Tuition fees up to date', 'Scholarship holder']","Low risk. Key factors: (mitigating) declining academic performance, (mitigating) tuition payment status, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-02533,0.0746,"['approval_rate', 'Unemployment rate', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-02534,0.0618,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02535,0.1454,"['Course', 'approval_rate', 'Age at enrollment']","Low risk. Key factors: chosen course of study, (mitigating) low course approval rate, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02536,0.0647,"['approval_rate', 'Admission grade', 'total_no_eval']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and skipping evaluations. No immediate action required.",Low,True
STU-02537,0.0618,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-02538,0.0754,"['approval_rate', 'Nacionality', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) nationality, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-02539,0.0649,"['approval_rate', ""Father's occupation"", 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) father's occupation, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-02540,0.8942,"['approval_rate', 'Curricular units 2nd sem (approved)', 'grade_delta']","High risk due to low course approval rate, low 2nd semester approvals, and dropping grades between semesters. Immediate intervention recommended.",High,True
STU-02541,0.8957,"['approval_rate', 'Course', 'grade_delta']","High risk due to low course approval rate, chosen course of study, and dropping grades between semesters. Immediate intervention recommended.",High,True
STU-02542,0.0654,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-02543,0.8791,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Previous qualification (grade)']","High risk due to low course approval rate, 2nd semester evaluation attempts, and (mitigating) prior qualification grade. Immediate intervention recommended.",High,True
STU-02544,0.1919,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: low course approval rate, (mitigating) chosen course of study, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02545,0.0979,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Application order']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and application preference order. No immediate action required.",Low,True
STU-02546,0.0655,"['approval_rate', 'Admission grade', 'grade_delta']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and dropping grades between semesters. No immediate action required.",Low,True
STU-02547,0.0785,"['approval_rate', 'total_no_eval', 'Application order']","Low risk. Key factors: (mitigating) low course approval rate, skipping evaluations, and application preference order. No immediate action required.",Low,True
STU-02548,0.0629,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-02549,0.8985,"['approval_rate', 'Debtor', 'Unemployment rate']","High risk due to low course approval rate, outstanding debt, and unemployment rate environment. Immediate intervention recommended.",High,True
STU-02550,0.062,"['approval_rate', 'Nacionality', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) nationality, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-02551,0.0643,"['approval_rate', 'Course', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-02552,0.0613,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-02553,0.9004,"['approval_rate', ""Mother's occupation"", 'Course']","High risk due to low course approval rate, mother's occupation, and chosen course of study. Immediate intervention recommended.",High,True
STU-02554,0.0678,"[""Mother's occupation"", 'approval_rate', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) mother's occupation, low course approval rate, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-02555,0.2101,"['approval_rate', 'Curricular units 1st sem (grade)', 'Gender']","Low risk. Key factors: low course approval rate, 1st semester grades, and gender. No immediate action required.",Low,True
STU-02556,0.07,"['approval_rate', 'Nacionality', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) nationality, and (mitigating) displacement status. No immediate action required.",Low,True
STU-02557,0.1158,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. No immediate action required.",Low,True
STU-02558,0.0627,"[""Mother's occupation"", 'Tuition fees up to date', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) tuition payment status, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02559,0.6427,"['approval_rate', 'Course', 'GDP']","Moderate risk influenced by (mitigating) low course approval rate, chosen course of study, and economic GDP conditions. Review within 30 days advised.",Medium,True
STU-02560,0.0938,"['approval_rate', 'Course', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-02561,0.0666,"['approval_rate', 'GDP', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) economic GDP conditions, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-02562,0.8979,"['approval_rate', 'Age at enrollment', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, age at enrollment, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-02563,0.3252,"['approval_rate', 'Unemployment rate', 'Curricular units 1st sem (evaluations)']","Low risk. Key factors: low course approval rate, (mitigating) unemployment rate environment, and (mitigating) 1st semester evaluation attempts. No immediate action required.",Low,True
STU-02564,0.0632,"['approval_rate', 'Curricular units 1st sem (grade)', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 1st semester grades, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02565,0.0641,"['approval_rate', 'Nacionality', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) nationality, and (mitigating) displacement status. No immediate action required.",Low,True
STU-02566,0.0621,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-02567,0.1696,"['Age at enrollment', 'approval_rate', 'Course']","Low risk. Key factors: age at enrollment, low course approval rate, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-02568,0.0717,"['approval_rate', 'Debtor', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, outstanding debt, and (mitigating) displacement status. No immediate action required.",Low,True
STU-02569,0.0646,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and chosen course of study. No immediate action required.",Low,True
STU-02570,0.0896,"['approval_rate', 'total_no_eval', 'Debtor']","Low risk. Key factors: (mitigating) low course approval rate, skipping evaluations, and outstanding debt. No immediate action required.",Low,True
STU-02571,0.1085,"['approval_rate', 'Age at enrollment', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and economic GDP conditions. No immediate action required.",Low,True
STU-02572,0.0637,"['approval_rate', 'Debtor', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, outstanding debt, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-02573,0.0627,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-02574,0.2414,"['approval_rate', 'Course', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and economic GDP conditions. No immediate action required.",Low,True
STU-02575,0.0645,"['approval_rate', 'Course', 'Curricular units 2nd sem (credited)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and 2nd semester credits. No immediate action required.",Low,True
STU-02576,0.8557,"['approval_rate', 'Debtor', 'Age at enrollment']","High risk due to low course approval rate, outstanding debt, and age at enrollment. Immediate intervention recommended.",High,True
STU-02577,0.8807,"['approval_rate', 'Course', 'Tuition fees up to date']","High risk due to low course approval rate, chosen course of study, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-02578,0.0637,"['approval_rate', 'Unemployment rate', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-02579,0.0638,"['approval_rate', 'Admission grade', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and (mitigating) displacement status. No immediate action required.",Low,True
STU-02580,0.0628,"['approval_rate', 'Curricular units 2nd sem (approved)', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) low 2nd semester approvals, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-02581,0.9006,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-02582,0.0608,"['approval_rate', 'Displaced', ""Mother's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and (mitigating) mother's occupation. No immediate action required.",Low,True
STU-02583,0.1579,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and age at enrollment. No immediate action required.",Low,True
STU-02584,0.0619,"['approval_rate', 'Unemployment rate', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-02585,0.0738,"['approval_rate', ""Mother's occupation"", 'Course']","Low risk. Key factors: (mitigating) low course approval rate, mother's occupation, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-02586,0.1456,"['approval_rate', 'Previous qualification (grade)', 'Tuition fees up to date']","Low risk. Key factors: low course approval rate, prior qualification grade, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-02587,0.3417,"['approval_rate', 'Admission grade', 'Curricular units 1st sem (evaluations)']","Low risk. Key factors: low course approval rate, (mitigating) admission grade level, and (mitigating) 1st semester evaluation attempts. No immediate action required.",Low,True
STU-02588,0.8808,"['approval_rate', 'Course', 'Tuition fees up to date']","High risk due to low course approval rate, chosen course of study, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-02589,0.1388,"['approval_rate', 'Course', 'Application mode']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) application method. No immediate action required.",Low,True
STU-02590,0.8966,"['approval_rate', 'Age at enrollment', 'Course']","High risk due to low course approval rate, age at enrollment, and (mitigating) chosen course of study. Immediate intervention recommended.",High,True
STU-02591,0.2207,"['approval_rate', 'Tuition fees up to date', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, tuition payment status, and (mitigating) economic GDP conditions. No immediate action required.",Low,True
STU-02592,0.0622,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester evaluation attempts, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02593,0.5958,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","Moderate risk influenced by (mitigating) low course approval rate, age at enrollment, and unemployment rate environment. Review within 30 days advised.",Medium,True
STU-02594,0.8876,"['approval_rate', 'Previous qualification (grade)', 'Tuition fees up to date']","High risk due to low course approval rate, prior qualification grade, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-02595,0.0614,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-02596,0.6721,"['Debtor', 'approval_rate', 'Admission grade']","Moderate risk influenced by outstanding debt, (mitigating) low course approval rate, and admission grade level. Review within 30 days advised.",Medium,True
STU-02597,0.2762,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. No immediate action required.",Low,True
STU-02598,0.0654,"['approval_rate', 'total_no_eval', 'Tuition fees up to date']","Low risk. Key factors: low course approval rate, (mitigating) skipping evaluations, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-02599,0.1381,"['Course', 'approval_rate', 'Unemployment rate']","Low risk. Key factors: chosen course of study, (mitigating) low course approval rate, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-02600,0.6634,"['Course', 'approval_rate', 'perf_delta']","Moderate risk influenced by chosen course of study, (mitigating) low course approval rate, and declining academic performance. Review within 30 days advised.",Medium,True
STU-02601,0.1769,"['approval_rate', 'Tuition fees up to date', 'Unemployment rate']","Low risk. Key factors: low course approval rate, (mitigating) tuition payment status, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-02602,0.065,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02603,0.8983,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and (mitigating) age at enrollment. Immediate intervention recommended.",High,True
STU-02604,0.868,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, admission grade level, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-02605,0.0609,"[""Mother's occupation"", 'approval_rate', 'Admission grade']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) low course approval rate, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-02606,0.0626,"['approval_rate', 'Course', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-02607,0.5808,"['approval_rate', 'Course', 'Curricular units 2nd sem (grade)']","Moderate risk influenced by (mitigating) low course approval rate, chosen course of study, and 2nd semester grades. Review within 30 days advised.",Medium,True
STU-02608,0.0679,"['approval_rate', ""Father's occupation"", 'perf_delta']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) father's occupation, and declining academic performance. No immediate action required.",Low,True
STU-02609,0.8827,"['approval_rate', 'Course', 'Age at enrollment']","High risk due to low course approval rate, chosen course of study, and age at enrollment. Immediate intervention recommended.",High,True
STU-02610,0.1113,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, 2nd semester grades, and unemployment rate environment. No immediate action required.",Low,True
STU-02611,0.0962,"['Curricular units 1st sem (grade)', 'approval_rate', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) 1st semester grades, low course approval rate, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-02612,0.0697,"['approval_rate', 'Curricular units 1st sem (grade)', 'Application mode']","Low risk. Key factors: (mitigating) low course approval rate, 1st semester grades, and (mitigating) application method. No immediate action required.",Low,True
STU-02613,0.895,"['approval_rate', 'Course', 'Age at enrollment']","High risk due to low course approval rate, chosen course of study, and age at enrollment. Immediate intervention recommended.",High,True
STU-02614,0.6908,"['approval_rate', 'perf_delta', 'GDP']","Moderate risk influenced by (mitigating) low course approval rate, declining academic performance, and economic GDP conditions. Review within 30 days advised.",Medium,True
STU-02615,0.7409,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and (mitigating) age at enrollment. Immediate intervention recommended.",High,True
STU-02616,0.8958,"['approval_rate', 'Course', 'grade_delta']","High risk due to low course approval rate, chosen course of study, and dropping grades between semesters. Immediate intervention recommended.",High,True
STU-02617,0.0732,"['approval_rate', 'Admission grade', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-02618,0.684,"['Course', 'approval_rate', 'Admission grade']","Moderate risk influenced by chosen course of study, (mitigating) low course approval rate, and admission grade level. Review within 30 days advised.",Medium,True
STU-02619,0.0632,"['approval_rate', 'Curricular units 1st sem (grade)', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 1st semester grades, and (mitigating) displacement status. No immediate action required.",Low,True
STU-02620,0.0701,"['approval_rate', 'Previous qualification (grade)', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) prior qualification grade, and age at enrollment. No immediate action required.",Low,True
STU-02621,0.0616,"['approval_rate', 'Admission grade', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-02622,0.0607,"[""Mother's occupation"", 'approval_rate', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) low course approval rate, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-02623,0.7483,"['approval_rate', 'Course', 'Curricular units 2nd sem (evaluations)']","High risk due to (mitigating) low course approval rate, chosen course of study, and 2nd semester evaluation attempts. Immediate intervention recommended.",High,True
STU-02624,0.0796,"['approval_rate', 'Nacionality', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) nationality, and chosen course of study. No immediate action required.",Low,True
STU-02625,0.8881,"['approval_rate', 'Course', 'Admission grade']","High risk due to low course approval rate, chosen course of study, and admission grade level. Immediate intervention recommended.",High,True
STU-02626,0.0623,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02627,0.0613,"['approval_rate', 'Unemployment rate', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) displacement status. No immediate action required.",Low,True
STU-02628,0.0655,"['approval_rate', 'Scholarship holder', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) displacement status. No immediate action required.",Low,True
STU-02629,0.0706,"['approval_rate', 'Age at enrollment', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-02630,0.8911,"['approval_rate', 'Course', 'Age at enrollment']","High risk due to low course approval rate, chosen course of study, and age at enrollment. Immediate intervention recommended.",High,True
STU-02631,0.8951,"['approval_rate', ""Mother's occupation"", ""Father's occupation""]","High risk due to low course approval rate, mother's occupation, and (mitigating) father's occupation. Immediate intervention recommended.",High,True
STU-02632,0.0693,"['approval_rate', 'total_no_eval', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, skipping evaluations, and admission grade level. No immediate action required.",Low,True
STU-02633,0.068,"['approval_rate', 'Tuition fees up to date', 'Application mode']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) tuition payment status, and (mitigating) application method. No immediate action required.",Low,True
STU-02634,0.1159,"['approval_rate', 'Age at enrollment', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) age at enrollment, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-02635,0.8987,"['approval_rate', 'Age at enrollment', 'Course']","High risk due to low course approval rate, age at enrollment, and chosen course of study. Immediate intervention recommended.",High,True
STU-02636,0.9002,"['Tuition fees up to date', 'approval_rate', 'Course']","High risk due to tuition payment status, low course approval rate, and chosen course of study. Immediate intervention recommended.",High,True
STU-02637,0.0845,"['approval_rate', 'Curricular units 1st sem (enrolled)', 'Course']","Low risk. Key factors: low course approval rate, (mitigating) 1st semester enrollment, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-02638,0.0683,"['approval_rate', 'Admission grade', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and economic GDP conditions. No immediate action required.",Low,True
STU-02639,0.062,"['approval_rate', 'Course', 'Curricular units 2nd sem (evaluations)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) 2nd semester evaluation attempts. No immediate action required.",Low,True
STU-02640,0.8988,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Age at enrollment']","High risk due to low course approval rate, 2nd semester evaluation attempts, and age at enrollment. Immediate intervention recommended.",High,True
STU-02641,0.2412,"['approval_rate', 'Course', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and father's occupation. No immediate action required.",Low,True
STU-02642,0.8983,"['approval_rate', 'Course', 'grade_delta']","High risk due to low course approval rate, chosen course of study, and dropping grades between semesters. Immediate intervention recommended.",High,True
STU-02643,0.8553,"['Course', 'perf_delta', 'Age at enrollment']","High risk due to chosen course of study, declining academic performance, and age at enrollment. Immediate intervention recommended.",High,True
STU-02644,0.0734,"['approval_rate', 'Course', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and 2nd semester grades. No immediate action required.",Low,True
STU-02645,0.5672,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Moderate risk influenced by low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. Review within 30 days advised.",Medium,True
STU-02646,0.0763,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and age at enrollment. No immediate action required.",Low,True
STU-02647,0.8881,"['Tuition fees up to date', 'approval_rate', 'Debtor']","High risk due to tuition payment status, low course approval rate, and outstanding debt. Immediate intervention recommended.",High,True
STU-02648,0.8747,"['approval_rate', 'Age at enrollment', 'Course']","High risk due to low course approval rate, age at enrollment, and (mitigating) chosen course of study. Immediate intervention recommended.",High,True
STU-02649,0.3709,"['approval_rate', ""Father's qualification"", 'total_no_eval']","Low risk. Key factors: low course approval rate, (mitigating) father's education level, and skipping evaluations. No immediate action required.",Low,True
STU-02650,0.0688,"['approval_rate', 'perf_delta', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) declining academic performance, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02651,0.8955,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-02652,0.0611,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-02653,0.8939,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","High risk due to low course approval rate, age at enrollment, and (mitigating) unemployment rate environment. Immediate intervention recommended.",High,True
STU-02654,0.069,"['approval_rate', ""Father's occupation"", 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, father's occupation, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02655,0.2368,"['Age at enrollment', 'Curricular units 2nd sem (approved)', 'Previous qualification (grade)']","Low risk. Key factors: age at enrollment, (mitigating) low 2nd semester approvals, and prior qualification grade. No immediate action required.",Low,True
STU-02656,0.1485,"['approval_rate', 'Curricular units 1st sem (enrolled)', 'Admission grade']","Low risk. Key factors: low course approval rate, (mitigating) 1st semester enrollment, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-02657,0.062,"['approval_rate', 'Admission grade', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and chosen course of study. No immediate action required.",Low,True
STU-02658,0.6805,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Moderate risk influenced by low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. Review within 30 days advised.",Medium,True
