entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-02328,0.0997,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-02329,0.8953,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-02330,0.8913,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", 'Previous qualification (grade)']","High risk due to ratio curricular units 2nd sem, mother's occupation, and (mitigating) previous qualification (grade). Immediate review recommended.",High,True
STU-02331,0.892,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, age at enrollment, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-02332,0.0709,"['ratio_curricular_units_2nd_sem', 'Course', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02333,0.6814,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (enrolled)']","Moderate risk influenced by ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). Review within 30 days advised.",Medium,True
STU-02334,0.0643,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-02335,0.0804,"['ratio_curricular_units_2nd_sem', 'Course', 'binary_flag_sum']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and binary flag sum. No immediate action required.",Low,True
STU-02336,0.8251,"['Course', 'Age at enrollment', 'ratio_curricular_units_2nd_sem']","High risk due to course, age at enrollment, and ratio curricular units 2nd sem. Immediate review recommended.",High,True
STU-02337,0.8913,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Age at enrollment']","High risk due to ratio curricular units 2nd sem, ratio curricular units 1st sem, and age at enrollment. Immediate review recommended.",High,True
STU-02338,0.8293,"['ratio_curricular_units_2nd_sem', 'Debtor', ""Mother's qualification""]","High risk due to ratio curricular units 2nd sem, debtor, and mother's qualification. Immediate review recommended.",High,True
STU-02339,0.082,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and gdp. No immediate action required.",Low,True
STU-02340,0.8966,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-02341,0.1719,"['Unemployment rate', 'Age at enrollment', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) unemployment rate, (mitigating) age at enrollment, and (mitigating) curricular units 2nd sem (grade). No immediate action required.",Low,True
STU-02342,0.0671,"['ratio_curricular_units_2nd_sem', 'Course', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02343,0.0708,"['ratio_curricular_units_2nd_sem', 'Unemployment rate', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) unemployment rate, and course. No immediate action required.",Low,True
STU-02344,0.0806,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and admission grade. No immediate action required.",Low,True
STU-02345,0.18,"['GDP', 'Curricular units 1st sem (grade)', 'Course']","Low risk. Key factors: gdp, (mitigating) curricular units 1st sem (grade), and (mitigating) course. No immediate action required.",Low,True
STU-02346,0.1782,"['ratio_curricular_units_1st_sem', 'Age at enrollment', 'Gender']","Low risk. Key factors: ratio curricular units 1st sem, (mitigating) age at enrollment, and gender. No immediate action required.",Low,True
STU-02347,0.0695,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02348,0.8952,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and course. Immediate review recommended.",High,True
STU-02349,0.0827,"['ratio_curricular_units_2nd_sem', 'Marital Status', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) marital status, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02350,0.0699,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Age at enrollment']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02351,0.1164,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 1st sem (grade), and (mitigating) curricular units 2nd sem (grade). No immediate action required.",Low,True
STU-02352,0.0681,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', ""Mother's occupation""]","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 1st sem (grade), and mother's occupation. No immediate action required.",Low,True
STU-02353,0.1395,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 1st sem (grade), and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-02354,0.8932,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", 'Curricular units 2nd sem (evaluations)']","High risk due to ratio curricular units 2nd sem, mother's occupation, and curricular units 2nd sem (evaluations). Immediate review recommended.",High,True
STU-02355,0.0766,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02356,0.0724,"['Course', 'ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: (mitigating) course, ratio curricular units 2nd sem, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-02357,0.0846,"[""Father's qualification"", 'Course', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) father's qualification, (mitigating) course, and ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02358,0.0677,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Age at enrollment']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and age at enrollment. No immediate action required.",Low,True
STU-02359,0.8539,"['ratio_curricular_units_2nd_sem', 'Previous qualification (grade)', 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, previous qualification (grade), and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-02360,0.3548,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Curricular units 1st sem (evaluations)']","Low risk. Key factors: ratio curricular units 2nd sem, ratio curricular units 1st sem, and (mitigating) curricular units 1st sem (evaluations). No immediate action required.",Low,True
STU-02361,0.8795,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'Unemployment rate']","High risk due to ratio curricular units 2nd sem, age at enrollment, and (mitigating) unemployment rate. Immediate review recommended.",High,True
STU-02362,0.0772,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, ratio curricular units 1st sem, and (mitigating) admission grade. No immediate action required.",Low,True
STU-02363,0.6878,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Age at enrollment']","Moderate risk influenced by ratio curricular units 2nd sem, ratio curricular units 1st sem, and (mitigating) age at enrollment. Review within 30 days advised.",Medium,True
STU-02364,0.2171,"['Scholarship holder', 'ratio_curricular_units_1st_sem', 'Curricular units 1st sem (without evaluations)']","Low risk. Key factors: (mitigating) scholarship holder, ratio curricular units 1st sem, and curricular units 1st sem (without evaluations). No immediate action required.",Low,True
STU-02365,0.0688,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'Unemployment rate']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) unemployment rate. No immediate action required.",Low,True
STU-02366,0.1401,"['Course', 'ratio_curricular_units_1st_sem', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) course, ratio curricular units 1st sem, and (mitigating) curricular units 2nd sem (approved). No immediate action required.",Low,True
STU-02367,0.0796,"['ratio_curricular_units_2nd_sem', 'Course', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, course, and (mitigating) previous qualification (grade). No immediate action required.",Low,True
STU-02368,0.1863,"['ratio_curricular_units_2nd_sem', 'GDP', 'Age at enrollment']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) gdp, and age at enrollment. No immediate action required.",Low,True
STU-02369,0.8441,"['Age at enrollment', 'ratio_curricular_units_1st_sem', 'Curricular units 1st sem (without evaluations)']","High risk due to age at enrollment, ratio curricular units 1st sem, and curricular units 1st sem (without evaluations). Immediate review recommended.",High,True
STU-02370,0.0675,"['Course', 'ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) course, (mitigating) ratio curricular units 2nd sem, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02371,0.095,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-02372,0.2053,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-02373,0.0692,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and course. No immediate action required.",Low,True
STU-02374,0.2252,"['Admission grade', 'Curricular units 1st sem (without evaluations)', 'Age at enrollment']","Low risk. Key factors: (mitigating) admission grade, curricular units 1st sem (without evaluations), and age at enrollment. No immediate action required.",Low,True
STU-02375,0.8944,"['Tuition fees up to date', 'ratio_curricular_units_1st_sem', 'GDP']","High risk due to tuition fees up to date, ratio curricular units 1st sem, and gdp. Immediate review recommended.",High,True
STU-02376,0.0687,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and (mitigating) admission grade. No immediate action required.",Low,True
STU-02377,0.8965,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-02378,0.8929,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-02379,0.0681,"['ratio_curricular_units_2nd_sem', 'binary_flag_sum', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, binary flag sum, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-02380,0.0643,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and (mitigating) admission grade. No immediate action required.",Low,True
STU-02381,0.0673,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (grade). No immediate action required.",Low,True
STU-02382,0.6619,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'Curricular units 2nd sem (grade)']","Moderate risk influenced by (mitigating) ratio curricular units 2nd sem, age at enrollment, and curricular units 2nd sem (grade). Review within 30 days advised.",Medium,True
STU-02383,0.0763,"['Course', 'Curricular units 2nd sem (approved)', 'ratio_curricular_units_2nd_sem']","Low risk. Key factors: (mitigating) course, (mitigating) curricular units 2nd sem (approved), and (mitigating) ratio curricular units 2nd sem. No immediate action required.",Low,True
STU-02384,0.7611,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'Unemployment rate']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (approved), and unemployment rate. Immediate review recommended.",High,True
STU-02385,0.0656,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (grade). No immediate action required.",Low,True
STU-02386,0.1069,"['Curricular units 1st sem (grade)', 'ratio_curricular_units_2nd_sem', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) curricular units 1st sem (grade), ratio curricular units 2nd sem, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-02387,0.3107,"['Tuition fees up to date', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: tuition fees up to date, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-02388,0.7384,"['ratio_curricular_units_2nd_sem', 'GDP', 'binary_flag_sum']","High risk due to ratio curricular units 2nd sem, gdp, and binary flag sum. Immediate review recommended.",High,True
STU-02389,0.8852,"['ratio_curricular_units_2nd_sem', 'Unemployment rate', 'Age at enrollment']","High risk due to ratio curricular units 2nd sem, unemployment rate, and age at enrollment. Immediate review recommended.",High,True
STU-02390,0.8954,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-02391,0.7944,"['ratio_curricular_units_1st_sem', 'Age at enrollment', 'Curricular units 1st sem (without evaluations)']","High risk due to ratio curricular units 1st sem, age at enrollment, and curricular units 1st sem (without evaluations). Immediate review recommended.",High,True
STU-02392,0.1189,"['GDP', 'ratio_curricular_units_1st_sem', 'Age at enrollment']","Low risk. Key factors: gdp, ratio curricular units 1st sem, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02393,0.8827,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Age at enrollment']","High risk due to ratio curricular units 2nd sem, ratio curricular units 1st sem, and age at enrollment. Immediate review recommended.",High,True
STU-02394,0.076,"['ratio_curricular_units_2nd_sem', 'binary_flag_sum', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, binary flag sum, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-02395,0.111,"['ratio_curricular_units_1st_sem', 'Curricular units 2nd sem (grade)', 'Age at enrollment']","Low risk. Key factors: ratio curricular units 1st sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-02396,0.882,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Course']","High risk due to ratio curricular units 2nd sem, ratio curricular units 1st sem, and (mitigating) course. Immediate review recommended.",High,True
STU-02397,0.1586,"['ratio_curricular_units_2nd_sem', 'Course', 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, course, and gdp. No immediate action required.",Low,True
STU-02398,0.0746,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'Unemployment rate']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and unemployment rate. No immediate action required.",Low,True
STU-02399,0.0667,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) curricular units 2nd sem (approved). No immediate action required.",Low,True
STU-02400,0.6215,"['Previous qualification (grade)', 'Age at enrollment', 'ratio_curricular_units_2nd_sem']","Moderate risk influenced by (mitigating) previous qualification (grade), age at enrollment, and ratio curricular units 2nd sem. Review within 30 days advised.",Medium,True
STU-02401,0.0848,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, age at enrollment, and course. No immediate action required.",Low,True
STU-02402,0.8918,"['Tuition fees up to date', 'ratio_curricular_units_1st_sem', 'GDP']","High risk due to tuition fees up to date, ratio curricular units 1st sem, and gdp. Immediate review recommended.",High,True
STU-02403,0.066,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Application mode']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) application mode. No immediate action required.",Low,True
STU-02404,0.8939,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-02405,0.2442,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Previous qualification (grade)']","Low risk. Key factors: tuition fees up to date, (mitigating) ratio curricular units 2nd sem, and (mitigating) previous qualification (grade). No immediate action required.",Low,True
STU-02406,0.3058,"['ratio_curricular_units_2nd_sem', 'Previous qualification (grade)', 'Course']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) previous qualification (grade), and (mitigating) course. No immediate action required.",Low,True
STU-02407,0.896,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-02408,0.8949,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and course. Immediate review recommended.",High,True
STU-02409,0.6944,"['Course', 'Age at enrollment', 'ratio_curricular_units_2nd_sem']","Moderate risk influenced by course, age at enrollment, and ratio curricular units 2nd sem. Review within 30 days advised.",Medium,True
STU-02410,0.8943,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", 'Age at enrollment']","High risk due to ratio curricular units 2nd sem, mother's occupation, and age at enrollment. Immediate review recommended.",High,True
STU-02411,0.8965,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-02412,0.1686,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, age at enrollment, and course. No immediate action required.",Low,True
STU-02413,0.635,"['Previous qualification (grade)', 'ratio_curricular_units_2nd_sem', ""Mother's occupation""]","Moderate risk influenced by (mitigating) previous qualification (grade), ratio curricular units 2nd sem, and mother's occupation. Review within 30 days advised.",Medium,True
STU-02414,0.0888,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'Curricular units 1st sem (without evaluations)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (approved), and curricular units 1st sem (without evaluations). No immediate action required.",Low,True
STU-02415,0.8838,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", ""Mother's qualification""]","High risk due to ratio curricular units 2nd sem, mother's occupation, and mother's qualification. Immediate review recommended.",High,True
STU-02416,0.6937,"['ratio_curricular_units_1st_sem', 'Scholarship holder', 'Age at enrollment']","Moderate risk influenced by ratio curricular units 1st sem, (mitigating) scholarship holder, and age at enrollment. Review within 30 days advised.",Medium,True
STU-02417,0.1093,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (approved)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, course, and (mitigating) curricular units 1st sem (approved). No immediate action required.",Low,True
STU-02418,0.0939,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Course']","Low risk. Key factors: tuition fees up to date, (mitigating) ratio curricular units 2nd sem, and (mitigating) course. No immediate action required.",Low,True
STU-02419,0.0628,"[""Mother's occupation"", 'Course', 'Nacionality']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) course, and (mitigating) nacionality. No immediate action required.",Low,True
STU-02420,0.8955,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'Curricular units 2nd sem (evaluations)']","High risk due to ratio curricular units 2nd sem, age at enrollment, and curricular units 2nd sem (evaluations). Immediate review recommended.",High,True
STU-02421,0.885,"['ratio_curricular_units_2nd_sem', 'Unemployment rate', 'Age at enrollment']","High risk due to ratio curricular units 2nd sem, (mitigating) unemployment rate, and age at enrollment. Immediate review recommended.",High,True
STU-02422,0.0678,"['Course', 'ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) course, (mitigating) ratio curricular units 2nd sem, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02423,0.8778,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, age at enrollment, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-02424,0.8896,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'Age at enrollment']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and age at enrollment. Immediate review recommended.",High,True
STU-02425,0.8966,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and curricular units 2nd sem (evaluations). Immediate review recommended.",High,True
STU-02426,0.8965,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-02427,0.0672,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02428,0.8162,"['ratio_curricular_units_1st_sem', 'Age at enrollment', 'ratio_curricular_units_2nd_sem']","High risk due to ratio curricular units 1st sem, age at enrollment, and (mitigating) ratio curricular units 2nd sem. Immediate review recommended.",High,True
STU-02429,0.8819,"[""Mother's occupation"", ""Mother's qualification"", 'Age at enrollment']","High risk due to mother's occupation, mother's qualification, and age at enrollment. Immediate review recommended.",High,True
STU-02430,0.0813,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and (mitigating) admission grade. No immediate action required.",Low,True
STU-02431,0.0663,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and gdp. No immediate action required.",Low,True
STU-02432,0.6018,"['ratio_curricular_units_2nd_sem', 'Course', 'binary_flag_sum']","Moderate risk influenced by (mitigating) ratio curricular units 2nd sem, course, and binary flag sum. Review within 30 days advised.",Medium,True
STU-02433,0.2466,"['Unemployment rate', 'Tuition fees up to date', 'ratio_curricular_units_2nd_sem']","Low risk. Key factors: (mitigating) unemployment rate, (mitigating) tuition fees up to date, and ratio curricular units 2nd sem. No immediate action required.",Low,True
STU-02434,0.1084,"['ratio_curricular_units_1st_sem', 'Age at enrollment', 'Tuition fees up to date']","Low risk. Key factors: ratio curricular units 1st sem, (mitigating) age at enrollment, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-02435,0.0657,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02436,0.0664,"['ratio_curricular_units_2nd_sem', 'Course', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02437,0.7669,"['ratio_curricular_units_2nd_sem', 'Previous qualification (grade)', 'Scholarship holder']","High risk due to ratio curricular units 2nd sem, previous qualification (grade), and (mitigating) scholarship holder. Immediate review recommended.",High,True
STU-02438,0.8876,"['Tuition fees up to date', 'Age at enrollment', 'ratio_curricular_units_1st_sem']","High risk due to tuition fees up to date, age at enrollment, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-02439,0.892,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, mother's occupation, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-02440,0.8946,"['ratio_curricular_units_2nd_sem', 'Tuition fees up to date', 'Curricular units 2nd sem (evaluations)']","High risk due to ratio curricular units 2nd sem, tuition fees up to date, and curricular units 2nd sem (evaluations). Immediate review recommended.",High,True
STU-02441,0.0801,"['Previous qualification (grade)', 'Course', 'ratio_curricular_units_2nd_sem']","Low risk. Key factors: (mitigating) previous qualification (grade), (mitigating) course, and ratio curricular units 2nd sem. No immediate action required.",Low,True
STU-02442,0.8926,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", ""Father's occupation""]","High risk due to ratio curricular units 2nd sem, mother's occupation, and father's occupation. Immediate review recommended.",High,True
STU-02443,0.1008,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, curricular units 2nd sem (grade), and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-02444,0.8899,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", ""Mother's qualification""]","High risk due to ratio curricular units 2nd sem, mother's occupation, and mother's qualification. Immediate review recommended.",High,True
STU-02445,0.285,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) curricular units 2nd sem (grade). No immediate action required.",Low,True
STU-02446,0.7059,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'Course']","High risk due to (mitigating) ratio curricular units 2nd sem, age at enrollment, and course. Immediate review recommended.",High,True
STU-02447,0.8715,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'Admission grade']","High risk due to ratio curricular units 2nd sem, age at enrollment, and (mitigating) admission grade. Immediate review recommended.",High,True
STU-02448,0.8955,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
